,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,2970,328,Tue May 26 15:00:03 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Tue May 26 15:00:03 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Tue May 26 15:00:03 2020
3,Andaman and Nicobar Islands,South Andaman,32,0,Tue May 26 15:00:03 2020
4,Andhra Pradesh,Foreign Evacuees,111,49,Tue May 26 15:00:03 2020
5,Andhra Pradesh,Anantapur,136,0,Tue May 26 15:00:03 2020
6,Andhra Pradesh,Chittoor,208,0,Tue May 26 15:00:03 2020
7,Andhra Pradesh,East Godavari,59,0,Tue May 26 15:00:03 2020
8,Andhra Pradesh,Guntur,426,0,Tue May 26 15:00:03 2020
9,Andhra Pradesh,Krishna,396,0,Tue May 26 15:00:03 2020
10,Andhra Pradesh,Kurnool,638,0,Tue May 26 15:00:03 2020
11,Andhra Pradesh,Other State,153,0,Tue May 26 15:00:03 2020
12,Andhra Pradesh,Prakasam,67,0,Tue May 26 15:00:03 2020
13,Andhra Pradesh,S.P.S. Nellore,182,0,Tue May 26 15:00:03 2020
14,Andhra Pradesh,Srikakulam,16,0,Tue May 26 15:00:03 2020
15,Andhra Pradesh,Visakhapatnam,81,0,Tue May 26 15:00:03 2020
16,Andhra Pradesh,Vizianagaram,16,0,Tue May 26 15:00:03 2020
17,Andhra Pradesh,West Godavari,75,0,Tue May 26 15:00:03 2020
18,Andhra Pradesh,Y.S.R. Kadapa,107,0,Tue May 26 15:00:03 2020
19,Andhra Pradesh,Unknown,312,0,Tue May 26 15:00:03 2020
20,Arunachal Pradesh,Anjaw,0,0,Tue May 26 15:00:03 2020
21,Arunachal Pradesh,Changlang,0,0,Tue May 26 15:00:03 2020
22,Arunachal Pradesh,East Kameng,0,0,Tue May 26 15:00:03 2020
23,Arunachal Pradesh,East Siang,0,0,Tue May 26 15:00:03 2020
24,Arunachal Pradesh,Kamle,0,0,Tue May 26 15:00:03 2020
25,Arunachal Pradesh,Kra Daadi,0,0,Tue May 26 15:00:03 2020
26,Arunachal Pradesh,Kurung Kumey,0,0,Tue May 26 15:00:03 2020
27,Arunachal Pradesh,Lepa Rada,0,0,Tue May 26 15:00:03 2020
28,Arunachal Pradesh,Lohit,1,0,Tue May 26 15:00:03 2020
29,Arunachal Pradesh,Longding,0,0,Tue May 26 15:00:03 2020
30,Arunachal Pradesh,Lower Dibang Valley,0,0,Tue May 26 15:00:03 2020
31,Arunachal Pradesh,Lower Siang,0,0,Tue May 26 15:00:03 2020
32,Arunachal Pradesh,Lower Subansiri,0,0,Tue May 26 15:00:03 2020
33,Arunachal Pradesh,Namsai,0,0,Tue May 26 15:00:03 2020
34,Arunachal Pradesh,Pakke Kessang,0,0,Tue May 26 15:00:03 2020
35,Arunachal Pradesh,Papum Pare,0,0,Tue May 26 15:00:03 2020
36,Arunachal Pradesh,Shi Yomi,0,0,Tue May 26 15:00:03 2020
37,Arunachal Pradesh,Siang,0,0,Tue May 26 15:00:03 2020
38,Arunachal Pradesh,Tawang,0,0,Tue May 26 15:00:03 2020
39,Arunachal Pradesh,Tirap,0,0,Tue May 26 15:00:03 2020
40,Arunachal Pradesh,Upper Dibang Valley,0,0,Tue May 26 15:00:03 2020
41,Arunachal Pradesh,Upper Siang,0,0,Tue May 26 15:00:03 2020
42,Arunachal Pradesh,Upper Subansiri,0,0,Tue May 26 15:00:03 2020
43,Arunachal Pradesh,West Kameng,0,0,Tue May 26 15:00:03 2020
44,Arunachal Pradesh,West Siang,0,0,Tue May 26 15:00:03 2020
45,Arunachal Pradesh,Unknown,1,0,Tue May 26 15:00:03 2020
46,Assam,Baksa,0,0,Tue May 26 15:00:03 2020
47,Assam,Barpeta,13,0,Tue May 26 15:00:03 2020
48,Assam,Biswanath,2,0,Tue May 26 15:00:03 2020
49,Assam,Bongaigaon,5,0,Tue May 26 15:00:03 2020
50,Assam,Cachar,34,0,Tue May 26 15:00:03 2020
