,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,1096,282,Thu May 21 04:00:02 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Thu May 21 04:00:02 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Thu May 21 04:00:02 2020
3,Andaman and Nicobar Islands,South Andaman,32,0,Thu May 21 04:00:02 2020
4,Andhra Pradesh,Anantapur,136,14,Thu May 21 04:00:02 2020
5,Andhra Pradesh,Chittoor,208,16,Thu May 21 04:00:02 2020
6,Andhra Pradesh,East Godavari,59,2,Thu May 21 04:00:02 2020
7,Andhra Pradesh,Guntur,426,9,Thu May 21 04:00:02 2020
8,Andhra Pradesh,Krishna,396,14,Thu May 21 04:00:02 2020
9,Andhra Pradesh,Kurnool,638,23,Thu May 21 04:00:02 2020
10,Andhra Pradesh,Other State,153,3,Thu May 21 04:00:02 2020
11,Andhra Pradesh,Prakasam,67,1,Thu May 21 04:00:02 2020
12,Andhra Pradesh,S.P.S. Nellore,182,25,Thu May 21 04:00:02 2020
13,Andhra Pradesh,Srikakulam,16,2,Thu May 21 04:00:02 2020
14,Andhra Pradesh,Visakhapatnam,81,5,Thu May 21 04:00:02 2020
15,Andhra Pradesh,Vizianagaram,16,8,Thu May 21 04:00:02 2020
16,Andhra Pradesh,West Godavari,75,3,Thu May 21 04:00:02 2020
17,Andhra Pradesh,Y.S.R. Kadapa,107,3,Thu May 21 04:00:02 2020
18,Arunachal Pradesh,Anjaw,0,0,Thu May 21 04:00:02 2020
19,Arunachal Pradesh,Changlang,0,0,Thu May 21 04:00:02 2020
20,Arunachal Pradesh,East Kameng,0,0,Thu May 21 04:00:02 2020
21,Arunachal Pradesh,East Siang,0,0,Thu May 21 04:00:02 2020
22,Arunachal Pradesh,Kamle,0,0,Thu May 21 04:00:02 2020
23,Arunachal Pradesh,Kra Daadi,0,0,Thu May 21 04:00:02 2020
24,Arunachal Pradesh,Kurung Kumey,0,0,Thu May 21 04:00:02 2020
25,Arunachal Pradesh,Lepa Rada,0,0,Thu May 21 04:00:02 2020
26,Arunachal Pradesh,Lohit,1,0,Thu May 21 04:00:02 2020
27,Arunachal Pradesh,Longding,0,0,Thu May 21 04:00:02 2020
28,Arunachal Pradesh,Lower Dibang Valley,0,0,Thu May 21 04:00:02 2020
29,Arunachal Pradesh,Lower Siang,0,0,Thu May 21 04:00:02 2020
30,Arunachal Pradesh,Lower Subansiri,0,0,Thu May 21 04:00:02 2020
31,Arunachal Pradesh,Namsai,0,0,Thu May 21 04:00:02 2020
32,Arunachal Pradesh,Pakke Kessang,0,0,Thu May 21 04:00:02 2020
33,Arunachal Pradesh,Papum Pare,0,0,Thu May 21 04:00:02 2020
34,Arunachal Pradesh,Shi Yomi,0,0,Thu May 21 04:00:02 2020
35,Arunachal Pradesh,Siang,0,0,Thu May 21 04:00:02 2020
36,Arunachal Pradesh,Tawang,0,0,Thu May 21 04:00:02 2020
37,Arunachal Pradesh,Tirap,0,0,Thu May 21 04:00:02 2020
38,Arunachal Pradesh,Upper Dibang Valley,0,0,Thu May 21 04:00:02 2020
39,Arunachal Pradesh,Upper Siang,0,0,Thu May 21 04:00:02 2020
40,Arunachal Pradesh,Upper Subansiri,0,0,Thu May 21 04:00:02 2020
41,Arunachal Pradesh,West Kameng,0,0,Thu May 21 04:00:02 2020
42,Arunachal Pradesh,West Siang,0,0,Thu May 21 04:00:02 2020
43,Assam,Baksa,0,0,Thu May 21 04:00:02 2020
44,Assam,Barpeta,0,0,Thu May 21 04:00:02 2020
45,Assam,Biswanath,2,0,Thu May 21 04:00:02 2020
46,Assam,Bongaigaon,5,0,Thu May 21 04:00:02 2020
47,Assam,Cachar,14,0,Thu May 21 04:00:02 2020
48,Assam,Charaideo,0,0,Thu May 21 04:00:02 2020
49,Assam,Chirang,0,0,Thu May 21 04:00:02 2020
50,Assam,Darrang,0,0,Thu May 21 04:00:02 2020
51,Assam,Dhemaji,0,0,Thu May 21 04:00:02 2020
52,Assam,Dhubri,5,0,Thu May 21 04:00:02 2020
53,Assam,Dibrugarh,0,0,Thu May 21 04:00:02 2020
54,Assam,Dima Hasao,0,0,Thu May 21 04:00:02 2020
55,Assam,Goalpara,6,0,Thu May 21 04:00:02 2020
56,Assam,Golaghat,15,0,Thu May 21 04:00:02 2020
57,Assam,Hailakandi,1,0,Thu May 21 04:00:02 2020
58,Assam,Hojai,10,8,Thu May 21 04:00:02 2020
59,Assam,Jorhat,7,0,Thu May 21 04:00:02 2020
60,Assam,Kamrup,10,1,Thu May 21 04:00:02 2020
61,Assam,Kamrup Metropolitan,81,15,Thu May 21 04:00:02 2020
62,Assam,Karbi Anglong,0,0,Thu May 21 04:00:02 2020
63,Assam,Karimganj,5,1,Thu May 21 04:00:02 2020
64,Assam,Kokrajhar,2,0,Thu May 21 04:00:02 2020
65,Assam,Lakhimpur,1,0,Thu May 21 04:00:02 2020
66,Assam,Majuli,0,0,Thu May 21 04:00:02 2020
67,Assam,Morigaon,6,0,Thu May 21 04:00:02 2020
68,Assam,Nagaon,4,1,Thu May 21 04:00:02 2020
69,Assam,Nalbari,6,0,Thu May 21 04:00:02 2020
70,Assam,Other State,1,0,Thu May 21 04:00:02 2020
71,Assam,Sivasagar,1,0,Thu May 21 04:00:02 2020
72,Assam,Sonitpur,3,2,Thu May 21 04:00:02 2020
