,state,district,confirmed,delta,date
0,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Fri May  1 13:15:56 2020
1,Andaman and Nicobar Islands,South Andaman,32,0,Fri May  1 13:15:56 2020
2,Andhra Pradesh,Anantapur,67,6,Fri May  1 13:15:56 2020
3,Andhra Pradesh,Chittoor,80,0,Fri May  1 13:15:56 2020
4,Andhra Pradesh,East Godavari,42,0,Fri May  1 13:15:56 2020
5,Andhra Pradesh,Guntur,306,19,Fri May  1 13:15:56 2020
6,Andhra Pradesh,Krishna,246,0,Fri May  1 13:15:56 2020
7,Andhra Pradesh,Kurnool,411,25,Fri May  1 13:15:56 2020
8,Andhra Pradesh,Prakasam,60,0,Fri May  1 13:15:56 2020
9,Andhra Pradesh,S.P.S. Nellore,84,0,Fri May  1 13:15:56 2020
10,Andhra Pradesh,Srikakulam,5,0,Fri May  1 13:15:56 2020
11,Andhra Pradesh,Visakhapatnam,25,2,Fri May  1 13:15:56 2020
12,Andhra Pradesh,West Godavari,58,2,Fri May  1 13:15:56 2020
13,Andhra Pradesh,Y.S.R.,79,6,Fri May  1 13:15:56 2020
14,Arunachal Pradesh,Lohit,1,0,Fri May  1 13:15:56 2020
15,Assam,Bongaigaon,5,0,Fri May  1 13:15:56 2020
16,Assam,Cachar,1,0,Fri May  1 13:15:56 2020
17,Assam,Dhubri,5,0,Fri May  1 13:15:56 2020
18,Assam,Goalpara,5,0,Fri May  1 13:15:56 2020
19,Assam,Golaghat,9,0,Fri May  1 13:15:56 2020
20,Assam,Hailakandi,1,0,Fri May  1 13:15:56 2020
21,Assam,Kamrup,1,0,Fri May  1 13:15:56 2020
22,Assam,Kamrup Metropolitan,1,0,Fri May  1 13:15:56 2020
23,Assam,Karimganj,2,0,Fri May  1 13:15:56 2020
24,Assam,Lakhimpur,1,0,Fri May  1 13:15:56 2020
25,Assam,Morigaon,6,0,Fri May  1 13:15:56 2020
26,Assam,Nalbari,4,0,Fri May  1 13:15:56 2020
27,Assam,South Salmara Mancachar,1,0,Fri May  1 13:15:56 2020
28,Assam,Unknown,1,0,Fri May  1 13:15:56 2020
29,Bihar,Araria,1,0,Fri May  1 13:15:56 2020
30,Bihar,Arwal,4,0,Fri May  1 13:15:56 2020
31,Bihar,Aurangabad,8,0,Fri May  1 13:15:56 2020
32,Bihar,Banka,3,0,Fri May  1 13:15:56 2020
33,Bihar,Begusarai,11,0,Fri May  1 13:15:56 2020
34,Bihar,Bhagalpur,5,0,Fri May  1 13:15:56 2020
35,Bihar,Bhojpur,11,0,Fri May  1 13:15:56 2020
36,Bihar,Buxar,40,0,Fri May  1 13:15:56 2020
37,Bihar,Darbhanga,5,0,Fri May  1 13:15:56 2020
38,Bihar,East Champaran,5,0,Fri May  1 13:15:56 2020
39,Bihar,Gaya,6,0,Fri May  1 13:15:56 2020
40,Bihar,Gopalganj,18,0,Fri May  1 13:15:56 2020
41,Bihar,Jehanabad,4,0,Fri May  1 13:15:56 2020
42,Bihar,Kaimur Bhabua,18,0,Fri May  1 13:15:56 2020
43,Bihar,Lakhisarai,4,0,Fri May  1 13:15:56 2020
44,Bihar,Madhepura,2,0,Fri May  1 13:15:56 2020
45,Bihar,Madhubani,5,0,Fri May  1 13:15:56 2020
46,Bihar,Munger,95,0,Fri May  1 13:15:56 2020
47,Bihar,Nalanda,36,1,Fri May  1 13:15:56 2020
48,Bihar,Nawada,4,0,Fri May  1 13:15:56 2020
49,Bihar,Patna,44,0,Fri May  1 13:15:56 2020
50,Bihar,Purnia,1,0,Fri May  1 13:15:56 2020
51,Bihar,Rohtas,45,0,Fri May  1 13:15:56 2020
52,Bihar,Saran,6,0,Fri May  1 13:15:56 2020
53,Bihar,Sheikhpura,1,0,Fri May  1 13:15:56 2020
54,Bihar,Sitamarhi,6,0,Fri May  1 13:15:56 2020
55,Bihar,Siwan,30,0,Fri May  1 13:15:56 2020
56,Bihar,Vaishali,3,0,Fri May  1 13:15:56 2020
57,Bihar,West Champaran,5,0,Fri May  1 13:15:56 2020
58,Chandigarh,Chandigarh,74,0,Fri May  1 13:15:56 2020
59,Chhattisgarh,Bilaspur,1,0,Fri May  1 13:15:56 2020
60,Chhattisgarh,Durg,1,0,Fri May  1 13:15:56 2020
61,Chhattisgarh,Korba,28,0,Fri May  1 13:15:56 2020
62,Chhattisgarh,Raipur,6,0,Fri May  1 13:15:56 2020
63,Chhattisgarh,Rajnandgaon,1,0,Fri May  1 13:15:56 2020
64,Chhattisgarh,Surajpur,3,0,Fri May  1 13:15:56 2020
65,Delhi,Central Delhi,184,0,Fri May  1 13:15:56 2020
66,Delhi,East Delhi,38,0,Fri May  1 13:15:56 2020
67,Delhi,New Delhi,37,0,Fri May  1 13:15:56 2020
68,Delhi,North Delhi,60,0,Fri May  1 13:15:56 2020
69,Delhi,North East Delhi,25,0,Fri May  1 13:15:56 2020
70,Delhi,North West Delhi,32,0,Fri May  1 13:15:56 2020
71,Delhi,Shahdara,48,0,Fri May  1 13:15:56 2020
72,Delhi,South Delhi,70,0,Fri May  1 13:15:56 2020
73,Delhi,South East Delhi,130,0,Fri May  1 13:15:56 2020
74,Delhi,South West Delhi,42,0,Fri May  1 13:15:56 2020
75,Delhi,West Delhi,122,0,Fri May  1 13:15:56 2020
76,Delhi,Unknown,2727,0,Fri May  1 13:15:56 2020
77,Goa,North Goa,6,0,Fri May  1 13:15:56 2020
78,Goa,South Goa,1,0,Fri May  1 13:15:56 2020
79,Gujarat,Ahmadabad,3026,0,Fri May  1 13:15:56 2020
80,Gujarat,Anand,74,0,Fri May  1 13:15:56 2020
81,Gujarat,Aravalli,19,0,Fri May  1 13:15:56 2020
82,Gujarat,Banas Kantha,28,0,Fri May  1 13:15:56 2020
83,Gujarat,Bharuch,31,0,Fri May  1 13:15:56 2020
84,Gujarat,Bhavnagar,47,0,Fri May  1 13:15:56 2020
85,Gujarat,Botad,20,0,Fri May  1 13:15:56 2020
86,Gujarat,Chota Udaipur,13,0,Fri May  1 13:15:56 2020
87,Gujarat,Dahod,5,0,Fri May  1 13:15:56 2020
88,Gujarat,Gandhinagar,48,0,Fri May  1 13:15:56 2020
89,Gujarat,Gir Somnath,3,0,Fri May  1 13:15:56 2020
90,Gujarat,Jamnagar,1,0,Fri May  1 13:15:56 2020
91,Gujarat,Kachchh,6,0,Fri May  1 13:15:56 2020
92,Gujarat,Kheda,6,0,Fri May  1 13:15:56 2020
93,Gujarat,Mahesana,11,0,Fri May  1 13:15:56 2020
94,Gujarat,Mahisagar,11,0,Fri May  1 13:15:56 2020
95,Gujarat,Morbi,1,0,Fri May  1 13:15:56 2020
96,Gujarat,Narmada,12,0,Fri May  1 13:15:56 2020
97,Gujarat,Navsari,6,0,Fri May  1 13:15:56 2020
98,Gujarat,Panch Mahals,34,0,Fri May  1 13:15:56 2020
99,Gujarat,Patan,17,0,Fri May  1 13:15:56 2020
100,Gujarat,Porbandar,3,0,Fri May  1 13:15:56 2020
101,Gujarat,Rajkot,58,0,Fri May  1 13:15:56 2020
102,Gujarat,Sabar Kantha,3,0,Fri May  1 13:15:56 2020
103,Gujarat,Surat,614,0,Fri May  1 13:15:56 2020
104,Gujarat,Surendranagar,1,0,Fri May  1 13:15:56 2020
105,Gujarat,Tapi,1,0,Fri May  1 13:15:56 2020
106,Gujarat,Dang,2,0,Fri May  1 13:15:56 2020
107,Gujarat,Vadodara,289,0,Fri May  1 13:15:56 2020
108,Gujarat,Valsad,5,0,Fri May  1 13:15:56 2020
109,Haryana,Ambala,14,0,Fri May  1 13:15:56 2020
110,Haryana,Bhiwani,3,0,Fri May  1 13:15:56 2020
111,Haryana,Charki Dadri,1,0,Fri May  1 13:15:56 2020
112,Haryana,Faridabad,53,0,Fri May  1 13:15:56 2020
113,Haryana,Fatehabad,1,0,Fri May  1 13:15:56 2020
114,Haryana,Gurugram,54,0,Fri May  1 13:15:56 2020
115,Haryana,Hisar,4,0,Fri May  1 13:15:56 2020
116,Haryana,Jhajjar,24,0,Fri May  1 13:15:56 2020
117,Haryana,Jind,2,0,Fri May  1 13:15:56 2020
118,Haryana,Kaithal,2,0,Fri May  1 13:15:56 2020
119,Haryana,Karnal,6,0,Fri May  1 13:15:56 2020
120,Haryana,Kurukshetra,2,0,Fri May  1 13:15:56 2020
121,Haryana,Nuh,58,0,Fri May  1 13:15:56 2020
122,Haryana,Palwal,34,0,Fri May  1 13:15:56 2020
123,Haryana,Panchkula,18,0,Fri May  1 13:15:56 2020
124,Haryana,Panipat,13,0,Fri May  1 13:15:56 2020
125,Haryana,Rohtak,4,0,Fri May  1 13:15:56 2020
126,Haryana,Sirsa,4,0,Fri May  1 13:15:56 2020
127,Haryana,Sonipat,25,0,Fri May  1 13:15:56 2020
128,Haryana,Yamunanagar,3,0,Fri May  1 13:15:56 2020
129,Haryana,Italians,14,0,Fri May  1 13:15:56 2020
130,Himachal Pradesh,Chamba,6,0,Fri May  1 13:15:56 2020
131,Himachal Pradesh,Hamirpur,2,0,Fri May  1 13:15:56 2020
132,Himachal Pradesh,Kangra,5,0,Fri May  1 13:15:56 2020
133,Himachal Pradesh,Sirmaur,2,0,Fri May  1 13:15:56 2020
134,Himachal Pradesh,Solan,9,0,Fri May  1 13:15:56 2020
135,Himachal Pradesh,Una,16,0,Fri May  1 13:15:56 2020
136,Jammu and Kashmir,Anantnag,83,0,Fri May  1 13:15:56 2020
137,Jammu and Kashmir,Badgam,20,0,Fri May  1 13:15:56 2020
138,Jammu and Kashmir,Bandipore,127,0,Fri May  1 13:15:56 2020
139,Jammu and Kashmir,Baramula,84,0,Fri May  1 13:15:56 2020
140,Jammu and Kashmir,Ganderbal,14,0,Fri May  1 13:15:56 2020
141,Jammu and Kashmir,Jammu,26,0,Fri May  1 13:15:56 2020
142,Jammu and Kashmir,Kathua,1,0,Fri May  1 13:15:56 2020
143,Jammu and Kashmir,Kishtwar,1,0,Fri May  1 13:15:56 2020
144,Jammu and Kashmir,Kulgam,11,0,Fri May  1 13:15:56 2020
145,Jammu and Kashmir,Kupwara,49,0,Fri May  1 13:15:56 2020
146,Jammu and Kashmir,Pulwama,7,0,Fri May  1 13:15:56 2020
147,Jammu and Kashmir,Rajouri,4,0,Fri May  1 13:15:56 2020
148,Jammu and Kashmir,Ramban,1,0,Fri May  1 13:15:56 2020
149,Jammu and Kashmir,Reasi,1,0,Fri May  1 13:15:56 2020
150,Jammu and Kashmir,Samba,4,0,Fri May  1 13:15:56 2020
151,Jammu and Kashmir,Shupiyan,72,0,Fri May  1 13:15:56 2020
152,Jammu and Kashmir,Srinagar,89,0,Fri May  1 13:15:56 2020
153,Jammu and Kashmir,Udhampur,20,0,Fri May  1 13:15:56 2020
154,Jharkhand,Bokaro,10,0,Fri May  1 13:15:56 2020
155,Jharkhand,Deoghar,2,0,Fri May  1 13:15:56 2020
156,Jharkhand,Dhanbad,2,0,Fri May  1 13:15:56 2020
157,Jharkhand,Garhwa,3,0,Fri May  1 13:15:56 2020
158,Jharkhand,Giridih,1,0,Fri May  1 13:15:56 2020
159,Jharkhand,Hazaribagh,3,0,Fri May  1 13:15:56 2020
160,Jharkhand,Jamtara,2,0,Fri May  1 13:15:56 2020
161,Jharkhand,Kodarma,1,0,Fri May  1 13:15:56 2020
162,Jharkhand,Palamu,3,0,Fri May  1 13:15:56 2020
163,Jharkhand,Ranchi,81,0,Fri May  1 13:15:56 2020
164,Jharkhand,Simdega,2,0,Fri May  1 13:15:56 2020
