,state,district,confirmed,delta,date
0,State Unassigned,Unassigned,9098,-138,Sun Jun 21 12:00:02 2020
1,Andaman and Nicobar Islands,Nicobars,0,0,Sun Jun 21 12:00:02 2020
2,Andaman and Nicobar Islands,North and Middle Andaman,1,0,Sun Jun 21 12:00:02 2020
3,Andaman and Nicobar Islands,South Andaman,35,0,Sun Jun 21 12:00:02 2020
4,Andaman and Nicobar Islands,Unknown,11,0,Sun Jun 21 12:00:02 2020
5,Andhra Pradesh,Foreign Evacuees,326,0,Sun Jun 21 12:00:02 2020
6,Andhra Pradesh,Anantapur,789,0,Sun Jun 21 12:00:02 2020
7,Andhra Pradesh,Chittoor,515,0,Sun Jun 21 12:00:02 2020
8,Andhra Pradesh,East Godavari,485,0,Sun Jun 21 12:00:02 2020
9,Andhra Pradesh,Guntur,742,0,Sun Jun 21 12:00:02 2020
10,Andhra Pradesh,Krishna,982,0,Sun Jun 21 12:00:02 2020
11,Andhra Pradesh,Kurnool,1247,0,Sun Jun 21 12:00:02 2020
12,Andhra Pradesh,Other State,1506,0,Sun Jun 21 12:00:02 2020
13,Andhra Pradesh,Prakasam,175,0,Sun Jun 21 12:00:02 2020
14,Andhra Pradesh,S.P.S. Nellore,459,0,Sun Jun 21 12:00:02 2020
15,Andhra Pradesh,Srikakulam,59,0,Sun Jun 21 12:00:02 2020
16,Andhra Pradesh,Visakhapatnam,261,0,Sun Jun 21 12:00:02 2020
17,Andhra Pradesh,Vizianagaram,78,0,Sun Jun 21 12:00:02 2020
18,Andhra Pradesh,West Godavari,498,0,Sun Jun 21 12:00:02 2020
19,Andhra Pradesh,Y.S.R. Kadapa,330,0,Sun Jun 21 12:00:02 2020
20,Arunachal Pradesh,Anjaw,0,0,Sun Jun 21 12:00:02 2020
21,Arunachal Pradesh,Changlang,70,0,Sun Jun 21 12:00:02 2020
22,Arunachal Pradesh,East Kameng,0,0,Sun Jun 21 12:00:02 2020
23,Arunachal Pradesh,East Siang,9,0,Sun Jun 21 12:00:02 2020
24,Arunachal Pradesh,Kamle,0,0,Sun Jun 21 12:00:02 2020
25,Arunachal Pradesh,Kra Daadi,0,0,Sun Jun 21 12:00:02 2020
26,Arunachal Pradesh,Kurung Kumey,0,0,Sun Jun 21 12:00:02 2020
27,Arunachal Pradesh,Lepa Rada,0,0,Sun Jun 21 12:00:02 2020
28,Arunachal Pradesh,Lohit,4,0,Sun Jun 21 12:00:02 2020
29,Arunachal Pradesh,Longding,1,0,Sun Jun 21 12:00:02 2020
30,Arunachal Pradesh,Lower Dibang Valley,3,0,Sun Jun 21 12:00:02 2020
31,Arunachal Pradesh,Lower Siang,1,0,Sun Jun 21 12:00:02 2020
32,Arunachal Pradesh,Lower Subansiri,0,0,Sun Jun 21 12:00:02 2020
33,Arunachal Pradesh,Namsai,4,0,Sun Jun 21 12:00:02 2020
34,Arunachal Pradesh,Pakke Kessang,1,0,Sun Jun 21 12:00:02 2020
35,Arunachal Pradesh,Papum Pare,24,0,Sun Jun 21 12:00:02 2020
36,Arunachal Pradesh,Shi Yomi,0,0,Sun Jun 21 12:00:02 2020
37,Arunachal Pradesh,Siang,0,0,Sun Jun 21 12:00:02 2020
38,Arunachal Pradesh,Tawang,1,0,Sun Jun 21 12:00:02 2020
39,Arunachal Pradesh,Tirap,3,0,Sun Jun 21 12:00:02 2020
40,Arunachal Pradesh,Upper Dibang Valley,0,0,Sun Jun 21 12:00:02 2020
41,Arunachal Pradesh,Upper Siang,1,0,Sun Jun 21 12:00:02 2020
42,Arunachal Pradesh,Upper Subansiri,0,0,Sun Jun 21 12:00:02 2020
43,Arunachal Pradesh,West Kameng,12,0,Sun Jun 21 12:00:02 2020
44,Arunachal Pradesh,West Siang,1,0,Sun Jun 21 12:00:02 2020
45,Assam,Airport Quarantine,4,0,Sun Jun 21 12:00:02 2020
46,Assam,Baksa,77,0,Sun Jun 21 12:00:02 2020
47,Assam,Barpeta,147,0,Sun Jun 21 12:00:02 2020
48,Assam,Biswanath,56,0,Sun Jun 21 12:00:02 2020
49,Assam,Bongaigaon,24,0,Sun Jun 21 12:00:02 2020
50,Assam,Cachar,98,0,Sun Jun 21 12:00:02 2020
51,Assam,Charaideo,16,0,Sun Jun 21 12:00:02 2020
52,Assam,Chirang,52,0,Sun Jun 21 12:00:02 2020
53,Assam,Darrang,102,0,Sun Jun 21 12:00:02 2020
54,Assam,Dhemaji,94,1,Sun Jun 21 12:00:02 2020
